review,label,processed_review
"Eddie Murphy Delirious is by far the funniest thing you will ever see in your life. You can compare it to any movie, and I garuntee you will decide that Delirious is the funniest movie ever! This movie is about 1hr. 45 mins., and throughout that time, there was barely a moment where I wasn't laughing. You will laugh for hours after it is over, replaying the punch lines over and over and over in your head. Eddie Murphy has given so many funny performances over his career (48 Hrs.,Trading Places,Beverly Hills Cop,Raw,Coming To America, The Nutty professor,Shrek,etc.),but this is by far his MOST HILARIOUS moment. I have seen this movie so many times, and it is funnier every time. It never loses its edge. From this day forward, every great stand up performance will be emulated from Delirious. ***** and two thumbs up!",1,eddie murphy delirious is by far the funniest thing you will ever see in your life you can compare it to any movie and i garuntee you will decide that delirious is the funniest movie ever this movie is about hr mins and throughout that time there was barely a moment where i wasnt laughing you will laugh for hours after it is over replaying the punch lines over and over and over in your head eddie murphy has given so many funny performances over his career hrstrading placesbeverly hills coprawcoming to america the nutty professorshreketcbut this is by far his most hilarious moment i have seen this movie so many times and it is funnier every time it never loses its edge from this day forward every great stand up performance will be emulated from delirious and two thumbs up
"I just watched The Incredible Melting Man for the second time, and it was even more boring than when I first watched it. I don't understand why it has become such a 'cult classic' when it is so tediously dull. The opening scene looks promising, when the fat nurse drops the canister of blood and runs for her dear life. After this all that really happens is the melting man stalks around some woods and houses, whilst having flashbacks of his life as an astronaut. The makeup is quite good, and his melting gooey face looks fairly realistic. There is a cool scene where he throws a mans head in a river, and it floats until it reaches a waterfall where it falls on rocks and bursts open. There's not much to wet yourself over though, most scenes are shot in darkness and you can't really see what is happening. There isn't much gore, at least in the Vipco DVD I watched. <br /><br />No, The Incredible Melting Man is not that great at all. I'll give it marks for its cheese factor but that's about it. If you want a TRUE sci-fi/horror cult classic, watch The Deadly Spawn instead!",0,i just watched the incredible melting man for the second time and it was even more boring than when i first watched it i dont understand why it has become such a cult classic when it is so tediously dull the opening scene looks promising when the fat nurse drops the canister of blood and runs for her dear life after this all that really happens is the melting man stalks around some woods and houses whilst having flashbacks of his life as an astronaut the makeup is quite good and his melting gooey face looks fairly realistic there is a cool scene where he throws a mans head in a river and it floats until it reaches a waterfall where it falls on rocks and bursts open theres not much to wet yourself over though most scenes are shot in darkness and you cant really see what is happening there isnt much gore at least in the vipco dvd i watched no the incredible melting man is not that great at all ill give it marks for its cheese factor but thats about it if you want a true scifihorror cult classic watch the deadly spawn instead
"This really doesn't do the blues justice. It starts out badly with images from the voyager probe and Blind Willie McTell (or was it Blind Lemon Jefferson? Someone blind anyway) apparently narrating from outer space (?) and telling us the life stories of various blues musicians. Corny as it is, this might be the visually most interesting part of this documentary. Afterwards the only thing to see is actors incompetently mouthing the classic tunes, filmed in fake 20s black and white intercut with the likes of Beck and Shemekia Copeland raping the same songs afterwards. This is a good device to show us why the old Blues greats were really so great, but it doesn't make for compelling viewing. There is hardly anything in here that could justify making it a film and not a radio play. Nobody should be forced to see these badly done reenactments. It's a shame for Wenders, Scorsese and especially for the Blues. Avoid at all costs.",0,this really doesnt do the blues justice it starts out badly with images from the voyager probe and blind willie mctell or was it blind lemon jefferson someone blind anyway apparently narrating from outer space and telling us the life stories of various blues musicians corny as it is this might be the visually most interesting part of this documentary afterwards the only thing to see is actors incompetently mouthing the classic tunes filmed in fake s black and white intercut with the likes of beck and shemekia copeland raping the same songs afterwards this is a good device to show us why the old blues greats were really so great but it doesnt make for compelling viewing there is hardly anything in here that could justify making it a film and not a radio play nobody should be forced to see these badly done reenactments its a shame for wenders scorsese and especially for the blues avoid at all costs
"I liked this movie I remember there was one very well done scene in this movie where Riff Randell (played by P.J. Soles) is lying in her bed smoking pot and then she begins to visualize that the Ramones are in the room with her sing the song ""I Want You Around"" ...very very cool stuff.<br /><br />It was fun, energetic, quirky and cool. Yes I'll admit that the ending is way-way over the top and far fetched ...but it doesn't matter because it is fun this is a very fun movie. It's Sex, Pot and Rock n Rocll forever<br /><br />I read that Cheap Trick was the band who was originally to star in this ..But I do not know if this is true or not",1,i liked this movie i remember there was one very well done scene in this movie where riff randell played by pj soles is lying in her bed smoking pot and then she begins to visualize that the ramones are in the room with her sing the song i want you around very very cool stuff it was fun energetic quirky and cool yes ill admit that the ending is wayway over the top and far fetched but it doesnt matter because it is fun this is a very fun movie its sex pot and rock n rocll forever i read that cheap trick was the band who was originally to star in this but i do not know if this is true or not
"What of Domino did I hate over everything, and I mean everything, else? Perhaps it was the overall glorification of being a bounty hunter; maybe it was the sexism masquerading as an involving and interesting study of a hard bodied female lead character; maybe it was the mere look of the film with its bizarre yellow glow and distorted blue tints or the manner in which it takes an actress like Lucy Lui; who deserves a lot better than this junk; and has her sit there in the one spot in the room the light cannot directly hit with the same dumb look on her face. Maybe it's the editing; that horrid rapid fire editing and the manner in which lines of dialogue echo as they're uttered by people like Kiera Knightly who, if you buy as a bounty hunter, then you'll probably be able to kid yourself into believing the world will end in 2012.<br /><br />Nobody comes away from Domino with any sort credibility, absolutely nobody at all. It is a painful and misguided experience, taking inspiration from things like Natural Born Killers and letting loose ideas to an audience not even there for them. The principal question is: 'Was Domino supposed to be some kind of comedy?' what with its hilariously bad lead uttering certain lines that desperately want us to think she's coming across as 'tough' but really, she resembles more an arrogant fifteen year old girl on her first day at public school, attempting to impress her peers. There are things you genuinely don't know how to react to, whether they're supposed to be funny or not. If it is supposed to be a comedy, that begs the next question: 'Is the life of a bounty hunter really the sort worth exploiting for laughs?' I don't think so.<br /><br />The film opens with the title card 'Based on a true story........sort of.' If that's supposed to be some sort of post-modernist technique that enables director Tony Scott to bend and manipulate the story of Domino Harvey for his own unique purpose, then you're simply on another planet. Truth is, in that one opening quote the film identifies the subject matter and the original text before completely copping out and saying 'sort of' which I guess is supposed to enable them to make Domino older than she should be and appear on Jerry Springer. Following this, we learn of Domino's relationship with her father who died in the film when when she was ten or something; here is the first use of the 'sort of' cop out as in real life she was just four. But if the film had gone by reality's dates then her entire drive would've been born out of the death of........her goldfish.<br /><br />We are then thrust into action with Ed Mosbey (Rourke); Domino (Knightley) herself and would-be love interest Choco (RamÃ­rez). During the scene, an American mother is pinned down via gunfire in her own caravan in the back end of nowhere as she pleads for her son's life to be spared. What a really misguided opening; presenting its three leads as nasty people who break into trailers, fire off weapons at innocents we don't know anything of and come close to shooting their pet dogs.<br /><br />The immediate feeling is of hatred toward the three leads, a feeling of 'No, why are you doing this? Why is this happening?' Bad seeds are planted and, wouldn't you know it, they stick. The film is painful to watch, excruciating even; as these three mug their way through the piece complete with supporting performances from actors known for playing characters in Beverly Hills 90210. Here is another daft post-modernist slant, people playing themselves and that 'sort of' Joker card being played again. Christopher Walken even pops up in a really stupid role that reeks of Robert Downey Jr's Natural Born Killers character.<br /><br />So as the film plods on and Domino is cast into Ed and Choco's gang, purely for her good looks I might add, it appears amidst the plot to do with fake driver's registration I.Ds or something that Choco and Domino may have feelings for one another. The problem is, as each performer is doing such a bad job in their respective character; there is no chemistry and no feeling between the two; the film isn't a love story so why even bother going down that road in the first place? Does anyone care about these two characters amidst all the fast edits and stuff blowing up? If there is any 'feeling' between Choco and Domino, it exists on such a small, tiny, minimalist scale that you have to ask why it's even included.<br /><br />So then the film feels the need to crank things up narrative-wise. We find out the reason for the fake I.Ds that are linked to someone else and a guy talks on a cell phone in a sound proof bubble. The sound proof bubble I can believe but how does he get his phone under the water and into the bubble in the first place without it becoming flooded? He must've swam really quickly Â– double the speed of the film's fasted edit which means something in the region of .01 of a second. Yeah, sure. The film's story becomes both too complicated and just plain arbitrary before resorting to a really dumb climax in which more stuff blows up. Plus, there's a really distasteful scene to do with a wall chart full of new ethnicities and the film's comedy runs SO dry, that it has to resort to the ""Jerry, Jerry!"" chant whilst people are on a popular American talk show. When did we last laugh at ""Jerry! Jerry!""? when we were, say, seven years old? I came away feeling sad and depressed at such a film's existence.",0,what of domino did i hate over everything and i mean everything else perhaps it was the overall glorification of being a bounty hunter maybe it was the sexism masquerading as an involving and interesting study of a hard bodied female lead character maybe it was the mere look of the film with its bizarre yellow glow and distorted blue tints or the manner in which it takes an actress like lucy lui who deserves a lot better than this junk and has her sit there in the one spot in the room the light can not directly hit with the same dumb look on her face maybe its the editing that horrid rapid fire editing and the manner in which lines of dialogue echo as theyre uttered by people like kiera knightly who if you buy as a bounty hunter then youll probably be able to kid yourself into believing the world will end in nobody comes away from domino with any sort credibility absolutely nobody at all it is a painful and misguided experience taking inspiration from things like natural born killers and letting loose ideas to an audience not even there for them the principal question is was domino supposed to be some kind of comedy what with its hilariously bad lead uttering certain lines that desperately want us to think shes coming across as tough but really she resembles more an arrogant fifteen year old girl on her first day at public school attempting to impress her peers there are things you genuinely dont know how to react to whether theyre supposed to be funny or not if it is supposed to be a comedy that begs the next question is the life of a bounty hunter really the sort worth exploiting for laughs i dont think so the film opens with the title card based on a true storysort of if thats supposed to be some sort of postmodernist technique that enables director tony scott to bend and manipulate the story of domino harvey for his own unique purpose then youre simply on another planet truth is in that one opening quote the film identifies the subject matter and the original text before completely copping out and saying sort of which i guess is supposed to enable them to make domino older than she should be and appear on jerry springer following this we learn of dominos relationship with her father who died in the film when when she was ten or something here is the first use of the sort of cop out as in real life she was just four but if the film had gone by realitys dates then her entire drive wouldve been born out of the death ofher goldfish we are then thrust into action with ed mosbey rourke domino knightley herself and wouldbe love interest choco ramÃ­rez during the scene an american mother is pinned down via gunfire in her own caravan in the back end of nowhere as she pleads for her sons life to be spared what a really misguided opening presenting its three leads as nasty people who break into trailers fire off weapons at innocents we dont know anything of and come close to shooting their pet dogs the immediate feeling is of hatred toward the three leads a feeling of no why are you doing this why is this happening bad seeds are planted and wouldnt you know it they stick the film is painful to watch excruciating even as these three mug their way through the piece complete with supporting performances from actors known for playing characters in beverly hills here is another daft postmodernist slant people playing themselves and that sort of joker card being played again christopher walken even pops up in a really stupid role that reeks of robert downey jrs natural born killers character so as the film plods on and domino is cast into ed and chocos gang purely for her good looks i might add it appears amidst the plot to do with fake drivers registration ids or something that choco and domino may have feelings for one another the problem is as each performer is doing such a bad job in their respective character there is no chemistry and no feeling between the two the film isnt a love story so why even bother going down that road in the first place does anyone care about these two characters amidst all the fast edits and stuff blowing up if there is any feeling between choco and domino it exists on such a small tiny minimalist scale that you have to ask why its even included so then the film feels the need to crank things up narrativewise we find out the reason for the fake ids that are linked to someone else and a guy talks on a cell phone in a sound proof bubble the sound proof bubble i can believe but how does he get his phone under the water and into the bubble in the first place without it becoming flooded he mustve swam really quickly Â– double the speed of the films fasted edit which means something in the region of of a second yeah sure the films story becomes both too complicated and just plain arbitrary before resorting to a really dumb climax in which more stuff blows up plus theres a really distasteful scene to do with a wall chart full of new ethnicities and the films comedy runs so dry that it has to resort to the jerry jerry chant whilst people are on a popular american talk show when did we last laugh at jerry jerry when we were say seven years old i came away feeling sad and depressed at such a films existence
"This unsung quiet gem tells the true story of a POW escape during WW II. The performances are incredible, especially Anthony Steele. The movie works on many different levels: cerebral, emotional, visual, and literal. The dialogue is ingenious and rings very true. In fact, an unusual all-around authenticity puts this one head-and-shoulders above most war epics.",1,this unsung quiet gem tells the true story of a pow escape during ww ii the performances are incredible especially anthony steele the movie works on many different levels cerebral emotional visual and literal the dialogue is ingenious and rings very true in fact an unusual allaround authenticity puts this one headandshoulders above most war epics
"I'm overwhelmed by the work of Jim Carrey. I keep on getting this movie stuck in my head. The Grinch liking Martha May, Cindy Lou(who's very annoying; her sweet innocence) who tries to get the Grinch in the Christmas spirit, the childhood of the Grinch (very funny!), and moreover the weak obvious ending with- Christmas isn't all about presents. I have to say, I felt stupid walking out of the theater with a bunch of babies and toddlers laughing and so forth, but this movie was a good full-lengthed adaption of Dr.Seuss's short film and IS for all ages.",1,im overwhelmed by the work of jim carrey i keep on getting this movie stuck in my head the grinch liking martha may cindy louwhos very annoying her sweet innocence who tries to get the grinch in the christmas spirit the childhood of the grinch very funny and moreover the weak obvious ending with christmas isnt all about presents i have to say i felt stupid walking out of the theater with a bunch of babies and toddlers laughing and so forth but this movie was a good fulllengthed adaption of drseusss short film and is for all ages
"I was really looking forward to this movie based on the previews and press it received, but after viewing it I was terribly disappointed. Slums is a totally unfunny film mixed with a Todd Solondz type of disturbing family reality sans Todd's brand of humor. The story drags along and each scene is worse than the last. Maybe I missed the point, but if this film is an example of every girl's growing up experience I am glad to be a man.",0,i was really looking forward to this movie based on the previews and press it received but after viewing it i was terribly disappointed slums is a totally unfunny film mixed with a todd solondz type of disturbing family reality sans todds brand of humor the story drags along and each scene is worse than the last maybe i missed the point but if this film is an example of every girls growing up experience i am glad to be a man
"Was convincing the world that he didn't exist...<br /><br />This is a line that is probably remembered by a lot of people. It's from The Usual Suspects of course in relation to Kaiser Gold..I mean Sose..<br /><br />I got another one like that: -The dumbest trick a director ever pulled was trying to convince an audience he actually had a storyline-<br /><br />This movie is one of the saddest pieces of film-making I have seen in a long time. It starts out so well, with really fantastic cinematography, great acting and a very smart premise. But alas, the only way this movie is heading is on a course of self-destruction. And it does so, not by a single blow but with nagging little wrist-cuts.<br /><br />Pay no attention to the comments here that marvel at the fact that they found a way to explain this donut. With enough booze in my brain I would probably be capable of explaining the very existence of mankind to a very plausible degree. I have seen and read about a dozen totally different ways people explained the story. And they vary from a story set totally in someones head, playing chess with himself, to a cunning way for a criminal to play out his enemies by means resembling chess gaming.<br /><br />And that's all jolly swell. But at the same time it is a painful giveaway that there is something terribly wrong with this story. And apart from that, it is in any case a blunt rip off of a score of movies and books like ""Fight Club, Kill Bill, Casino, The Usual Suspects, Snatch, Magnolia and Shachnovelle. And we are not dealing with kind borrowing here, it's a blatant robbery.<br /><br />What ultimately goes wrong here in this movie is that the storyline swirls like a drunk bum on speed. If this movie was a roller-coaster ride, you'd have crashed into the attraction next to it shorty after take off. There are so many twists in this movie which will never be resolved, that if it was a cocktail, you'd be needing a life supply of hurl-buckets to work of the nausea after drinking it. Nothing is ever explained and when you finally get some grasp of the direction you think it's going, you get pulled in yet another one.<br /><br />I guess this story wasn't going anywhere on paper and Ritchy must have thought that is was awesome to make a movie out of it anyway, being the next David Lynch or something.<br /><br />1/10 for totally violating one's own work (Ritchy: seek professional help). What could have easily been a gem instead becomes a contrived art-piece, food for pseudo intellectuals to debate on at sundayafternoon debating-clubs. <br /><br />Spare your soul and stomach, avoid at all cost!",0,was convincing the world that he didnt exist this is a line that is probably remembered by a lot of people its from the usual suspects of course in relation to kaiser goldi mean sose i got another one like that the dumbest trick a director ever pulled was trying to convince an audience he actually had a storyline this movie is one of the saddest pieces of filmmaking i have seen in a long time it starts out so well with really fantastic cinematography great acting and a very smart premise but alas the only way this movie is heading is on a course of selfdestruction and it does so not by a single blow but with nagging little wristcuts pay no attention to the comments here that marvel at the fact that they found a way to explain this donut with enough booze in my brain i would probably be capable of explaining the very existence of mankind to a very plausible degree i have seen and read about a dozen totally different ways people explained the story and they vary from a story set totally in someones head playing chess with himself to a cunning way for a criminal to play out his enemies by means resembling chess gaming and thats all jolly swell but at the same time it is a painful giveaway that there is something terribly wrong with this story and apart from that it is in any case a blunt rip off of a score of movies and books like fight club kill bill casino the usual suspects snatch magnolia and shachnovelle and we are not dealing with kind borrowing here its a blatant robbery what ultimately goes wrong here in this movie is that the storyline swirls like a drunk bum on speed if this movie was a rollercoaster ride youd have crashed into the attraction next to it shorty after take off there are so many twists in this movie which will never be resolved that if it was a cocktail youd be needing a life supply of hurlbuckets to work of the nausea after drinking it nothing is ever explained and when you finally get some grasp of the direction you think its going you get pulled in yet another one i guess this story wasnt going anywhere on paper and ritchy must have thought that is was awesome to make a movie out of it anyway being the next david lynch or something for totally violating ones own work ritchy seek professional help what could have easily been a gem instead becomes a contrived artpiece food for pseudo intellectuals to debate on at sundayafternoon debatingclubs spare your soul and stomach avoid at all cost
"(First of all, excuse my bad English) Of course only a movie starring Jessica Simpson can include serious goofs like this.. I'm a norwegian and I felt offended and shocked the makers of this movie did not take the time to do their research upon making this American/""Norwegian"" movie. Even Wikipedia is more accurate when it comes to facts about this country.<br /><br />So I'm posting my corrections out of my frustration: -The Country is named Norway, not Norwegia. -""Da"" is Russian, not norwegian. -Norwegian priests never use those black capes with that white paper by the neck as the protestant church is the dominant by far -It's true we have a native traditional folk-outfit (that we only use like twice a year) but the outfit in this movie is more like a German outfit. -I could NOT understand the so called ""norwegian"" in this movie.. Jessica was not making any sense.. neighter did the ""norwegian priests""<br /><br />The only thing I recognise is the norwegian flag (and the viking hats, but that's so stereotypic what people think about norway - vikings!:O gosh)<br /><br />Well.. I guess the people who made this film will never read this comment. but at least I cleared some things up and got rid of some of that frustration..!<br /><br />I'm proud of my country and I'd love if people in the US were less stereotypic and more accurate when they talk about this country.<br /><br />That was all.. Lenge leve Norge ! ;p",0,first of all excuse my bad english of course only a movie starring jessica simpson can include serious goofs like this im a norwegian and i felt offended and shocked the makers of this movie did not take the time to do their research upon making this americannorwegian movie even wikipedia is more accurate when it comes to facts about this country so im posting my corrections out of my frustration the country is named norway not norwegia da is russian not norwegian norwegian priests never use those black capes with that white paper by the neck as the protestant church is the dominant by far its true we have a native traditional folkoutfit that we only use like twice a year but the outfit in this movie is more like a german outfit i could not understand the so called norwegian in this movie jessica was not making any sense neighter did the norwegian priests the only thing i recognise is the norwegian flag and the viking hats but thats so stereotypic what people think about norway vikingso gosh well i guess the people who made this film will never read this comment but at least i cleared some things up and got rid of some of that frustration im proud of my country and id love if people in the us were less stereotypic and more accurate when they talk about this country that was all lenge leve norge p
This is a really interesting film. It's the first time I have seen the relationship between an older woman and a younger guy on screen without it being sensationalist. For the director of Notting Hill this is a bold move to something serious,1,this is a really interesting film its the first time i have seen the relationship between an older woman and a younger guy on screen without it being sensationalist for the director of notting hill this is a bold move to something serious
"I have seen my fair share of comedy and standup movies but this one is so original, so fresh, it will make you wonder why you always walked right pass it in the video store. Murphy has some pretty raunchy jokes but this is just too funny to pass. If only every movie could be this funny. it should be called ""107 minutes of the most incredible comedy"" Murphy is a comic genius in this film and will make you say ""this is the guy that did dr. doulittle!"" He talkes about the ice cream man, shoe throwing mothers, his aunt with a mustache, racism, and everything else you could possibly think of and the ones you couldnt. Please if you ever see one comedy in your life this is it, if only all movies could be Delirious.",1,i have seen my fair share of comedy and standup movies but this one is so original so fresh it will make you wonder why you always walked right pass it in the video store murphy has some pretty raunchy jokes but this is just too funny to pass if only every movie could be this funny it should be called minutes of the most incredible comedy murphy is a comic genius in this film and will make you say this is the guy that did dr doulittle he talkes about the ice cream man shoe throwing mothers his aunt with a mustache racism and everything else you could possibly think of and the ones you couldnt please if you ever see one comedy in your life this is it if only all movies could be delirious
"Disney? What happened? I really wish the movie had been set in the 60's ;like the book was. And I really could have dealt with cheap special effects in order to save the budget for a more accurate adaption..... I'm glad that, maybe, someone might be influenced to read the books..... but, The Man With Red Eyes interchangeable as IT? And what's up with the volcanic upheaval? Where was THAT in the book? Peter Jackson! Save us!!!! A long time ago (1978) I heard that there was European version of this film. I sure wish I could id it. I can only imagine it might be closer to the real story than this poor adaption. This movie needs to be X'd.",0,disney what happened i really wish the movie had been set in the s like the book was and i really could have dealt with cheap special effects in order to save the budget for a more accurate adaption im glad that maybe someone might be influenced to read the books but the man with red eyes interchangeable as it and whats up with the volcanic upheaval where was that in the book peter jackson save us a long time ago i heard that there was european version of this film i sure wish i could id it i can only imagine it might be closer to the real story than this poor adaption this movie needs to be xd
"There have been a lot of Zorro films made over the decades, but it's a shame that one of the best is probably one of the least seen.<br /><br />Zorro's Fighting Legion is a bit different from other Zorro films. First off, it's a Republic serial in 12 chapters. And this time, Zorro is not played by a top studio star like Douglas Fairbanks, Tyrone Power or Antonio Banderas but instead by workman-like actor Reed Hadley. While Hadley does not cast as strong a presence over the proceedings as those other, he does an adequate job, helped by the fact that he is not the sole hero here; as the title implies, he has a fighting legion to call upon.<br /><br />Another big difference is that the setting isn't California. The story here take place in central Mexico in 1824 where a man posing as a living god incites the indigenous Indian population and a band of outlaws to aid him in his plan to overthrow the newly established Mexican Republic. Something, Zorro, and a handful of followers plan to do anything they can to stop.<br /><br />Don't get me wrong, there is at least one incredibly cheesy moment per episode, from corny ""twang"" bow sound effects to ludicrous acting. But overall, this represents one of the best Republic serials of all time, and probably the best Zorro one.<br /><br />The plot is stronger than most serials and never becomes incomprehensible or meandering., and there's lots of great action - fans of the Indiana Jones movies will notice MANY bits borrowed from this serial.",1,there have been a lot of zorro films made over the decades but its a shame that one of the best is probably one of the least seen zorros fighting legion is a bit different from other zorro films first off its a republic serial in chapters and this time zorro is not played by a top studio star like douglas fairbanks tyrone power or antonio banderas but instead by workmanlike actor reed hadley while hadley does not cast as strong a presence over the proceedings as those other he does an adequate job helped by the fact that he is not the sole hero here as the title implies he has a fighting legion to call upon another big difference is that the setting isnt california the story here take place in central mexico in where a man posing as a living god incites the indigenous indian population and a band of outlaws to aid him in his plan to overthrow the newly established mexican republic something zorro and a handful of followers plan to do anything they can to stop dont get me wrong there is at least one incredibly cheesy moment per episode from corny twang bow sound effects to ludicrous acting but overall this represents one of the best republic serials of all time and probably the best zorro one the plot is stronger than most serials and never becomes incomprehensible or meandering and theres lots of great action fans of the indiana jones movies will notice many bits borrowed from this serial
"Two kinds of movies we like are (1) westerns, and (2) movies from 30 or 40 years ago. We ought to have liked A Man Called Sledge; BUT.....<br /><br />BUT... this picture is disagreeable, annoying and stupid from start to finish. Since there is nobody in the story (good or bad) to warm up to, there is nobody to motivate the necessary suspense to keep the viewer interested. No camaraderie among the guys trying to steal the gold, and no camaraderie among those trying to protect it. Sledge has a pretty girl friend, but there's no reason why she slobbers all over the guy or why she wants to be in the same room with this no-account pig.<br /><br />The film also suffers from an intrusive and gawdawful musical score, and from extremely bad writing and direction by Vic Morrow.<br /><br />Of the last 30 older movies rented from Netflix or Video Vault, this was the rock bottom, the only true dud in the bunch.",0,two kinds of movies we like are westerns and movies from or years ago we ought to have liked a man called sledge but but this picture is disagreeable annoying and stupid from start to finish since there is nobody in the story good or bad to warm up to there is nobody to motivate the necessary suspense to keep the viewer interested no camaraderie among the guys trying to steal the gold and no camaraderie among those trying to protect it sledge has a pretty girl friend but theres no reason why she slobbers all over the guy or why she wants to be in the same room with this noaccount pig the film also suffers from an intrusive and gawdawful musical score and from extremely bad writing and direction by vic morrow of the last older movies rented from netflix or video vault this was the rock bottom the only true dud in the bunch
"A vastly underrated black comedy, the finest in a series of grand guignol movies to follow 'Baby Jane'. Reynolds and Winters are mothers of young convicted murderers (a nod to 'Compulsion') who run away to hide in Hollywood. They run a school for would-be movie tots, a bunch of hilariously untalented kids attended by awful stage moms. Debbie, in her blonde wig ('I'm a Harlow, you're more a Marion Davies' she tells Winters) leads the tots at their concert and wins a rich dad, Weaver. She also does a deliciously funny tango and, over all, gives an outstanding performance, unlike anything she'd done before. The atmosphere is a fine mix of comic and eerie. It looks wonderful with great period detail (30's). Lots of lovely swipes at Hollywood and the terrifying movie tot. Micheal MacLiammoir has a ball as the drama coach: 'Hamilton Starr', he purrs, 'two r's but prophetic nonetheless'. See it and love it.",1,a vastly underrated black comedy the finest in a series of grand guignol movies to follow baby jane reynolds and winters are mothers of young convicted murderers a nod to compulsion who run away to hide in hollywood they run a school for wouldbe movie tots a bunch of hilariously untalented kids attended by awful stage moms debbie in her blonde wig im a harlow youre more a marion davies she tells winters leads the tots at their concert and wins a rich dad weaver she also does a deliciously funny tango and over all gives an outstanding performance unlike anything shed done before the atmosphere is a fine mix of comic and eerie it looks wonderful with great period detail s lots of lovely swipes at hollywood and the terrifying movie tot micheal macliammoir has a ball as the drama coach hamilton starr he purrs two rs but prophetic nonetheless see it and love it
"so altogether i found this documentary to be strange and really pointless. i know it got awards and things, but i personally did not enjoy it too much. there was no humor or drama in it to keep you interested, just a bunch of wierdos and their jobs. some of the people in are rather different which isn't a bad thing, it just didn't leave a good impression on me. i was thoroughly bored by this movie, no offense to my creative writing teacher. the circus theme throughout the whole movie was kinda cool but i didn't get it, and robotics and lion taming is definitely not my thing. the green animals thing was neat, i really liked the garden lots of colorful flowers, but how did these four jobs connect? it just didn't make much sense to me why someone would make a movie about that. But if you are into stuff like this you might enjoy it. who am i to stand in your way. I am just forewarning you about possible suffering.",0,so altogether i found this documentary to be strange and really pointless i know it got awards and things but i personally did not enjoy it too much there was no humor or drama in it to keep you interested just a bunch of wierdos and their jobs some of the people in are rather different which isnt a bad thing it just didnt leave a good impression on me i was thoroughly bored by this movie no offense to my creative writing teacher the circus theme throughout the whole movie was kinda cool but i didnt get it and robotics and lion taming is definitely not my thing the green animals thing was neat i really liked the garden lots of colorful flowers but how did these four jobs connect it just didnt make much sense to me why someone would make a movie about that but if you are into stuff like this you might enjoy it who am i to stand in your way i am just forewarning you about possible suffering
"This movie will kick your ass! Powerful acting in a story that pushes all of us to live out our dreams. Jake Gyllenhaal will go places from here, and the supporting cast was superb. Why would would anyone want to stay in Coalville and develop black lung anyway?",1,this movie will kick your ass powerful acting in a story that pushes all of us to live out our dreams jake gyllenhaal will go places from here and the supporting cast was superb why would would anyone want to stay in coalville and develop black lung anyway
"I was fascinated as to how truly bad this movie was. Was the viewer supposed to learn something, or reflect on anything here? What was up with the pumpkins? Was I supposed to be impressed with the motel shots? Does it matter that there are some garbage bags on a rooftop across the street of a hotel? Why does the narrator unsuccessfully mock the people he interviews (it is so obvious that he edited out the really informative parts of his interviews to achieve mockery). The best part of the movie was the interview with the film professor who tells us how bad this movie will be even before it is finished.<br /><br />I am truly amazed. I believe that the creator is struggling to become an intellectual or is trying to impress the intellectual community.",0,i was fascinated as to how truly bad this movie was was the viewer supposed to learn something or reflect on anything here what was up with the pumpkins was i supposed to be impressed with the motel shots does it matter that there are some garbage bags on a rooftop across the street of a hotel why does the narrator unsuccessfully mock the people he interviews it is so obvious that he edited out the really informative parts of his interviews to achieve mockery the best part of the movie was the interview with the film professor who tells us how bad this movie will be even before it is finished i am truly amazed i believe that the creator is struggling to become an intellectual or is trying to impress the intellectual community
"Predictable parody, just about failed to impress throughout it's looooooong eight minutes. The only thing that made it worthwhile was the DO NOT COLORIZE line at the end credits. Shame something more entertaining wasn't put on the DVD, like Jonathan Ross' enjoyable profile of Romero on 'The Incredible Strange Film Show.'",0,predictable parody just about failed to impress throughout its looooooong eight minutes the only thing that made it worthwhile was the do not colorize line at the end credits shame something more entertaining wasnt put on the dvd like jonathan ross enjoyable profile of romero on the incredible strange film show
